စဉ်,"ကုမ္ပဏီအမည်
",ခွင့်ပြုမိန့်/ အတည်ပြုမိန့်အမှတ်,ရင်းနှီးမြှုပ်နှံမှု ပုံစံ,လုပ်ငန်းအမျိုးအစား, လုပ်ငန်းတည်နေရာ,"ရင်းနှီးမြှုပ်နှံမှု
စုစုပေါင်း ပမာဏ(USD in Million)",ထုတ်ကုန် အမျိုးအစား,ကုန်ကြမ်း အမျိုးအစား,ရင်းနှီးတိုး,ရင်းနှီးလျော့,"YRIC 
အစည်းအဝေး", ဝန်ထမ်း,, ဝန်ထမ်း,,"ရင်းနှီးမြှုပ်နှံမှု
သက်တမ်း",နိုင်ငံ,မှတ်ချက်,ဆက်သွယ်ရမည့်အမည်/ဖုန်းနံပါတ်,"ကုမ္ပဏီမှတ်ပုံတင်
အမှတ်",ရင်းနှီးမြှုပ်နှံမှုကဏ္ဍ,ဘဏ် ငွေစာရင်းအမှတ် နှင့် ဘဏ်အမည်,မြေဧရိယာ ,"မြေဧရိယာ 
တိုး","မြေဧရိယာ 
လျော့ချ"," အတည်ပြုမိန့်
ပြည်လည်
အပ်နှံခြင်း",လတ္တီကျူ/ လောင်ဂျီကျူ,စီးပွားဖြစ်စ,တည်ဆောက်ရေးကာလ,ရင်းနှီးမြှုပ်နှံသူ/ ကမကထအမည်ပြောင်း,"အတည်ပြုမိန့် မူရင်းနှင့်
 ဆုံးဖြတ်ချက်မူရင်း
ပြန်လည်အပ်နှံခြင်း"
၃၇၉,"Myanmar Huashan Garment and Footwear Co., Ltd






























 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၄၃၁/၂၀၂၁
(၂၂-၁-၂၀၂၁)",100%,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,"ဦးပိုင်အမှတ်-၅၃+၅၄က ၊ ကွင်းအမှတ်- ၁၀၅၄၊ အုန်းနှဲကုန်းရိုး အရှေ့ကွင်း၊ ကျွန်းကုန်းကျေးရွာအုပ်စု၊ လှည်းကူးမြို့နယ်၊ ရန်ကုန် တိုင်းဒေသကြီး။  







 


















","အမေရိကန်
ဒေါ်လာ
၄.၇၀၃ သန်း













",,,,,"YRIC 1/2021
22-1-2021",,,,,၁၀နှစ်,China,,"ဒေါ်ဇင်ဇင်မာ 
၀၉-၄၄၈၀၁၅၃၀၈
znzin118@gmail.com,
nanhuayi@126.com",125671365,စက်မှု,,2.047 ဧက,,,,,,"၂၂-၁-၂၀၂၁ မှ
 ၂၁-၁-၂၀၂၂ ထိ",,"၂/၂၀၂၃
၂၂-၂-၂၀၂၃"
၃၈၀,"Huayin TJ Denim (Yangon) Manufacturing Company 
Limited(China)













","အတည်ပြုမိန့်အမှတ် ရကတ- ၄၃၃/၂၀၂၁
(၁၄-၅-၂၀၂၁)",,CMP စနစ်ဖြင့် အဝတ်အထည် ချုပ်လုပ်ခြင်း လုပ်ငန်း,"မြေကွက်အမှတ် (၁၇)၊ မြေတိုင်းရပ်ကွက်အမှတ် (၁၄၄)၊ ဒဂုံမြို့သစ် တောင်ပိုင်း မြို့နယ်၊   ရန်ကုန်တိုင်း ဒေသကြီး 

","အမေရိကန်
ဒေါ်လာ
၁.၆၄၃သန်း












",,,-,,,,,,,၁၀ နှစ် ,,,"၀၉-၂၅၄၀၆၃၂၆၆
Mr. Ding Yerong       ၀၉-၂၅၄၀၆၃၂၆၆၊ 
email address: hymmharry@gmail com ",111122423 (10-12-2018),စက်မှု,,"
၂.၃၁၂ ဧက 
(၉၃၅၆ စတုရန်း
 မီတာ) ",,,,,,"၁၄-၂-၂၀၂၂ မှ
၁၃-၅-၂၀၂၂ ထိ တိုးမြှင့်ထား",,
၃၈၁," Jiashihao Knitted Limited 
Hong Kong (SAR)
 


","အတည်ပြုမိန့်အမှတ် ရကတ- ၄၃၇/၂၀၂၁
(၁၄-၇-၂၀၂၁)",,CMP စနစ်ဖြင့် အဝတ် အထည် အမျိုးမျိုး ချုပ်လုပ် ခြင်းလုပ်ငန်း,"မြေကွက်အမှတ်- ၇၇ / က  ၊ မြေတိုင်း ရပ်ကွက် အမှတ် ၄၂/စက်မှု၊ ရွှေပြည်သာ မြို့နယ်၊ရန်ကုန်တိုင်းဒေသကြီး









","အမေရိကန် ဒေါ်လာ ၅.၀၀၀ သန်း
(အမေရိကန် ဒေါ်လာ ၄.၇၅၀ သန်း အပါအဝင်)",,,,,"YRIC 12-2022
14-12-2022
တည်တိုး (ပကြိမ် + ဒုကြိမ်) တိုးမြှင့် ခြင်း",၈၀၀,၈,,,၃၀,Hong Kong,,"Ms. Wang Jing  09 5008991,095117562,09 421016798
Michael@jiashihaoltd.com ",125154158,Industry,"CB Bank 
 0077101200001015","၆.၀၉၆ ဧက အနက်မှ
၂ ဧက
၈၀၉၃.၇၁ စတုရန်းမီတာ",,,,"16.56464,96.05529",,,,
၃၈၂," Step Gao Mei Company  Limited 
Chinese
 


","အတည်ပြုမိန့်အမှတ် ရကတ- ၄၃၈/၂၀၂၁
(၁၅-၉-၂၀၂၁)",,CMP စနစ်ဖြင့် အဝတ် အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း၊ ရာခိုင်နှုန်းပြည့်နိုင်ငံခြား ရင်းနှီးမြှုပ်နှံမှု,"မြေကွက်အမှတ်-၂၄ / က  ၊ မြေတိုင်း ရပ်ကွက် အမှတ် ၂၁၊ မြစိမ်းရောင်စက်မှုဇုန်၊ လှိုင်သာယာ မြို့နယ်၊ရန်ကုန်တိုင်းဒေသကြီး









","အမေရိကန် ဒေါ်လာ ၁,၀၉၅ သန်း
",,,,,,,,,,,,,Mr.Zhu Shuang Tang  ,,, ,,,,,"16.776160, 96.172783",,,,
၃၈၃,Kaung Su Company Limited,"အတည်ပြုမိန့်အမှတ် ရကတ- ၄၃၉/၂၀၂၁
(၁၈-၁၀-၂၀၂၁)",,CMP စနစ်ဖြင့် ပဲအမျိုးမျိုး ထုတ်လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ်-၁၊ မြေတိုင်းရပ်ကွက်အမှတ်-၂၅၊ ရွှေလင်ပန်းစက်မှုမြို့၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,"အမေရိကန် ဒေါ်လာ ၁.၅၀၀ သန်း (အမေရိကန်ဒေါ်လာ ၀,၀၂၃ သန်း အပါအဝင်)",,,,,"10/2022
26-10-2022
တည်ဆောက်ရေးတိုး၊ ရင်းနှီးသက်တမ်းတိုး၊
ကုန်ကြမ်း /ချောတိုး",,,,,,,,"ဒေါ်ခင်စန်းအေး
၀၉-၅၀၃၂၈၅၁",,,,,,,,,,,,
၃၈၄,Oceangate (myanmar) Garment Company Limited,"အတည်ပြုမိန့်အမှတ် ရကတ-၄၄၃/၂၀၂၁
(၁၆-၁၁-၂၀၂၁)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ်-၁၀၂၊ ၁၀၃၊ မြေတိုင်းရပ်ကွက်အမှတ်-၄၉၊ ဝါးတစ်ရာ စက်မှုဇုန်၊ ရွှေပြည်သာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,အမေရိကန် ဒေါ်လာ ၄.၁၂၁ သန်း (အမေရိကန် ဒေါ်လာ ၃.၉၉၇  သန်း အပ်အဝင်),,,,,,,,,,,,,"ဒေါ်နန်းအေးမို
၀၉-၇၉၂၃၇၉၂၁၇",,,,,,,,"16.903217, 96.073221",,,,
၃၈၅,"Meijie (Myanmar) Clothing & Accessories Co.,Ltd.  (Chinese)       ","အတည်ပြုမိန့်အမှတ် ရကတ-၄၄၅/၂၀၂၁
(၁၆-၁၁-၂၀၂၁)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ်-၄၀၅၊ မြေတိုင်းရပ်ကွက်အမှတ်-၂၅၊ ရွှေလင်ဗန်း စက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,အမေရိကန် ဒေါ်လာ၁.၉၇၈ သန်း ,,,,,"10/2022
26-10-2022
ရင်းနှီးမြှုပ်နှံမှု
ပုံစံပြင်၊
",,,,,,,,၀၉-၉၇၃၉၁၉၇၅၈,,,,,,,,"16.859642, 96.055478",,,,
၃၈၆,Yangon Nadia - Pacific Clothing Company Limited,"အတည်ပြုမိန့်အမှတ် ရကတ-၄၄၆/၂၀၂၁
(၂၀-၁၂-၂၀၂၁)
",,CMP စနစ်ဖြင့် အဝတ်အထည်များ ထုတ်လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ်-၆၄၊ ၆၅၊ မြေတိုင်းရပ်ကွက်အမှတ်- အပိုင်း ၄၊  စက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,အမေရိကန် ဒေါ်လာ ၂.၅၂၂ သန်း ,,,,,"YRIC - 11/2021 
(15-12-2021)",,,,,၁၀ နှစ်,Korea,မတည်ငွေရင်း အမေရိကန်ဒေါ်လာ ၂.၅၂၂ သန်း အား ပြောင်းလဲခြင်းမရှိဘဲ ပြည်ပချေးငွေ US$ ၀.၇၀၅ သန်း ပါဝင်သော ပုံစံသို့ MIC မှ ပြောင်းလဲခွင့်ပြုပြီး (6-5-2022),"၀၉-၄၅၀၃၇၆၃၂၃
ကိုကျော်သက်ဦး (HR) 09-43113709",130606636 (1-9-2021),စက်မှုကဏ္ဍ,"IBK Bank Myanmar Head Office Branch, 
 A/C No. 101000024801001 Yangon Nadia - Pacific Clothing Company Limited","၃.၁၈၆ ဧက
(၁၂၈၉၃ စတုရန်းမီတာ)",,,,"16.800882, 96.178638", ,,,
၃၈၇,Glamdust Limited,"အတည်ပြုမိန့်အမှတ် ရကတ-၄၄၇/၂၀၂၁
(၂၀-၁၂-၂၀၂၁)",,အိမ်သုံးနှင့် လူသုံးကုန် ပစ္စည်းများ ထုတ်လုပ် ရောင်းချခြင်းလုပ်ငန်း,မြေကွက်အမှတ်-၃၉၉၊ မြေတိုင်းရပ်ကွက်အမှတ်- ၁၄၄၊  အသံအနံ့စက်မှုဇုန်၊ ဒဂုံမြို့သစ် (တောင်ပိုင်း) မြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,အမေရိကန် ဒေါ်လာ ၀.၅၅၀ သန်း (အမေရိကန် ဒေါ်လာ ၀.၄၄၀  သန်း အပ်အဝင်) ,,,,,,,,,,,,,Daw Su Myat Mon  09-970000588                Mr.Pottathuparambil  09-77893253                  ၀၉-၄၂၈၀၇၈၃၈၂,,,,,,,,"16.830481, 96.290655",,,,
၃၈၈,MYANMAR HE XIANG COMPANY LIMITED,"အတည်ပြုမိန့်အမှတ် ရကတ-၄၄၈/၂၀၂၁ 
(၂၀-၁၂-၂၀၂၁)",,CMP စနစ်ဖြင့် Flavoring Agent Of Raw Materials For Household & Hygiene Products အမျိုးမျိုး ထုတ်လုပ်ခြင်းလုပ်ငန်း,မြေကွက် အမှတ် (၁၅၂)၊ မြေတိုင်းရပ်ကွက်အမှတ် - စက်မှုဇုန် (၁)၊ ဒဂုံမြို့သစ် ဆိပ်ကမ်းမြို့နယ်၊ ရန်ကုန်မြို့။,အမေရိကန် ဒေါ်လာ  ၁.၀၀၀ သန်း,,,,,"7/2022
27-7-2022
ကမကထပြုသူ
အမည်/လိပ်စာ ပြောင်း",,,,,,,,"Daw Khin Moe Myint Thu
၀၉-၂၅၂၆၉၁၀၂၈",,, ,,,,,,,,,
၃၈၉,"Kai Yue Wedding Dress (Myanmar) Company Limited
","အတည်ပြုမိန့်အမှတ် ရကတ-၄၄၉/၂၀၂၂ 
(၁၈-၁-၂၀၂၂)",,CMP စနစ်ဖြင့် သတို့သမီးဝတ်စုံ ချုပ် လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ်- F-5၊ မြေတိုင်းရပ်ကွက်အမှတ်- ၂၀၊ အနော်ရထာ စက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,အမေရိကန်ဒေါ်လာ ၁.၂၂၇ သန်း,,,,,,,,,,,,,,,,,,,,,"16.978462, 96.062706",,,,
၃၉၀,HANGTAI(MYANMAR)COMPANY LIMITED,"အတည်ပြုမိန့်အမှတ် ရကတ-၄၅၁/၂၀၂၂ 
(၁၂-၁-၂၀၂၂)",,CMP စနစ်ဖြင့် MATTRESS နှင့် PU FOAM အမျိုးမျိုး ထုတ်လုပ်ခြင်း လုပ်ငန်း,စုစုပေါင်းမြေကွက် အမှတ် (၂၄၆၊ ၂၄၇၊ ၂၄၈၊ ၂၄၉၊ ၂၅၀၊ ၂၅၁၊ ၂၆၄၊ ၂၆၅၊ ၂၆၆၊ ၂၆၇) အနက်မှ မြေကွက်အမှတ်၊ (၂၅၀၊ ၂၅၁၊ ၂၆၄၊ ၂၆၅)  မြေတိုင်းရပ်ကွက်အမှတ် - (၄၉) (ဝါးတရာ)၊ ရွှေပြည်သာမြို့နယ်၊ ရန်ကုန်မြို့။,အမေရိကန်ဒေါ်လာ  ၄.၀၀၀ သန်း,,,,,"YRIC 11/2022
25-11-2022
ကုန်ကြမ်းတိုး",၃၃၅,၁၅,,,၃၁,,,"Mr. Xie Jiangyi
၀၉-၇၈၈၉၈၄၇၅၉",,,,,,,,"16.978462,96.062706",,,,
၃၉၁,"Suntime JCK Co.,Ltd","အတည်ပြုမိန့်အမှတ် ရကတ-၄၅၃/၂၀၂၂ 
(၁၂-၁-၂၀၂၂)",,CMP စနစ်ဖြင့် အထည် ချုပ် လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ် ၈၈၊ ၉၀၊ မြေတိုင်းရပ်ကွက်အမှတ် ၃၉၊ ရွှေပြည်သာစက်မှုဇုန်၊ ရွှေပြည်သာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး,အမေရိကန်ဒေါ်လာ ၂.၀၃၅ သန်း,,,,,,,,,,,,,,,,,,,,,"16.839493, 96.280327",,,,
၃၉၂,BO DA (MYANMAR) FASHION COMPANY LIMITED,"အတည်ပြုမိန့်အမှတ် ရကတ-၄၅၄/၂၀၂၂
 (၁၂-၁-၂၀၂၂)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ် (၂၃၉)၊ မြေတိုင်းရပ်ကွက်အမှတ် - ၂၅၊ ရွှေလင်ပန်း စက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်မြို့။,အမေရိကန် ဒေါ်လာ  ၀.၆၃၇ သန်း,,,,,,,,,,,,,"Mr. Li Dongliang
၀၉-၉၇၈၃၁၉၉၉၉",,,,,,,,,,,,
၃၉၃,"Quanwang (Myanmar) Food Co.,Ltd
","အတည်ပြုမိန့်အမှတ် ရကတ-၄၅၅/၂၀၂၂
 (၁၂-၁-၂၀၂၂)",,သကြားလုံးအမျိုးမျိုး ထုတ်လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ် ၁၈၂/၅+ ၁၈၂/၆+ ၁၈၂/၇+ ၁၈၂/၈ (ဒီ)၊ မြေတိုင်းရပ်ကွက်အမှတ် ၂၅၊ ရွှေလင်ပန်းစက်မှုဇုန်၊ လှိုင်သာ ယာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,"အမေရိကန်ဒေါ်လာ ၁.၀၀၉ သန်း
(အမေရိကန်ဒေါ်လာ ၀.၆၇၉ သန်း အပါအဝင်)",,,,,,,,,,,,,,,,,,,,,,,,,
၃၉၄,ETERNAL FASHION COMPANY LIMITED,"အတည်ပြုမိန့်အမှတ် ရကတ-၄၅၆/၂၀၂၂
 (၁၂-၁-၂၀၂၂)",,CMP စနစ်ဖြင့် အဝတ်အထည်အမျိုးမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း,မြေကွက် အမှတ် ဒီ-၉၊ ဒီ-၁၀၊ မြေတိုင်းရပ်ကွက်အမှတ် - (၂၀)၊ အနော်ရထာ စက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်မြို့။,အမေရိကန် ဒေါ်လာ  ၅.၀၀၀ သန်း(အမေရိကန်ဒေါ်လာ ၂.၅၀၀ သန်းအပါအဝင်),,,,,,,,,,၁၀,,,"Daw Sandar
၀၉-၅၀၁၃၅၈၈",,,,,,,,,,,,
၃၉၅,THREE MILLET GARMENT COMPANY LIMITED,"အတည်ပြုမိန့်အမှတ် ရကတ-၄၅၇/၂၀၂၂
(၁၂-၁-၂၀၂၂)",,CMP စနစ်ဖြင့် အဝတ်အထည်အမျိုးမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း,မြေကွက်အမှတ်(၂၂၀/၂၂၁)၊  မြေတိုင်းရပ်ကွက်အမှတ်-(၁၈) ရွှေပေါက်ကံ စက်မှုဇုန်၊ မြောက်ဥက္ကလာပမြို့နယ်၊ ရန်ကုန်မြို့။ ,အမေရိကန် ဒေါ်လာ  ၀.၅၁၀ သန်း,,,,,"YRIC-1/2023
25-1-2023
 ရင်းနှီးမြှုပ်နှံမှုပုံစံ  ပြင်",၄၃၀,၂,,,၁၀,China,,"supoponaing
၀၉-၉၇၁၅၇၇၃၁၉",,,,"၀.၄၉၈ဧက
(၂၀၁၅.၃၃၄)
စတုန်းရန်းမီတာ",,,,,"၂၆-၁၂-၂၀၂၂
ရက်နေ့တွင် ကွင်းဆင်းပြီး",၆လ,,
၃၉၆,"An Dian Electronic Technology Co.,ltd","အတည်ပြုမိန့်အမှတ် ရကတ-၄၅၈/၂၀၂၂
(၁၂-၁-၂၀၂၂)",,CMP စနစ်ဖြင့် အီလက်ထရောနစ် အစိတ်အပိုင်း အမျိုးမျိုး ထုတ်လုပ် ခြင်း လုပ်ငန်း,မြေကွက်အမှတ် ၂၀၊ မြေတိုင်းရပ်ကွက်အမှတ် စက်မှုဇုန် (၁)၊ ဒဂုံဆိပ်ကမ်းမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,အမေရိကန်ဒေါ်လာ ၁.၁၀၀ သန်း,,,,,,,,,,,,,,,,,,,,,,,,,
